fra;date;cases_f;cases_m;cases;pop_f;pop_m;age_group;pop
FR;2020-11-06;1503;964;2475;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-06;1043;347;1391;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-06;24182;20571;44967;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-07;295;373;687;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-07;1223;1209;2484;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-07;1324;1098;2423;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-07;1361;1091;2456;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-07;1488;1195;2684;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-07;1231;1276;2508;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-07;949;927;1889;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-07;643;670;1314;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-07;624;433;1057;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-07;315;108;423;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-07;9456;8385;17934;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-08;65;77;142;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-08;192;225;422;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-08;316;231;548;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-08;326;244;571;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-08;283;268;551;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-08;279;253;532;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-08;181;234;415;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-08;180;237;417;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-08;275;205;483;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-08;204;88;297;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-08;2301;2062;4378;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-09;753;761;1546;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-09;2996;2915;5985;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-09;3516;2789;6321;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-09;3687;2893;6585;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-09;3841;3064;6914;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-09;3834;3206;7045;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-09;2496;2434;4946;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-09;1789;1676;3470;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-09;1884;1047;2934;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-09;1447;382;1832;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-09;26254;21174;47604;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-10;547;602;1182;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-10;2199;2267;4518;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-10;2652;2136;4797;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-10;2773;2142;4925;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-10;2961;2354;5326;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-10;2878;2501;5392;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-10;2094;1957;4060;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-10;1466;1508;2974;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-10;1596;963;2560;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-10;1188;392;1581;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-10;20367;16830;37344;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-11;95;65;165;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-11;284;285;576;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-11;413;339;755;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-11;402;317;719;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-11;414;337;752;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-11;312;323;637;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-11;256;229;486;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-11;221;231;453;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-11;313;207;524;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-11;199;104;304;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-11;2909;2438;5372;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-12;605;640;1265;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-12;2494;2311;4857;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-12;2641;2024;4674;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-12;2695;2138;4836;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-12;2907;2293;5205;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-12;2885;2451;5346;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-12;1816;1756;3585;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-12;1285;1317;2603;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-12;1607;898;2507;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-12;1251;349;1603;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-12;20195;16189;36504;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-13;515;512;1046;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-13;1964;1955;3974;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-13;2045;1661;3717;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-13;2149;1638;3791;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-13;2120;1739;3861;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-13;2198;1916;4115;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-13;1527;1412;2949;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-13;1099;988;2088;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-13;1304;746;2051;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-13;1008;294;1303;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-13;15935;12869;28916;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-14;220;198;430;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-14;771;738;1537;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-14;815;627;1442;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-14;834;644;1478;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-14;908;701;1609;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-14;802;771;1574;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-14;512;559;1073;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-14;374;350;724;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-14;439;276;716;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-14;295;102;397;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-14;5972;4967;10983;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-15;48;58;107;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-15;131;128;264;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-15;205;140;345;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-15;204;149;353;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-15;186;150;337;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-15;170;147;317;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-15;95;141;237;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-15;108;123;232;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-15;176;135;311;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-15;134;56;190;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-15;1457;1228;2694;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-16;509;547;1079;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-16;1843;1986;3873;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-16;2215;1654;3879;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-16;2357;1823;4187;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-16;2444;1876;4324;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-16;2298;2009;4314;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-16;1468;1395;2868;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-16;1063;977;2042;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-16;1414;789;2206;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-16;1206;349;1556;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-16;16822;13411;30341;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-17;365;418;845;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-17;1395;1317;2736;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-17;1520;1250;2782;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-17;1666;1279;2948;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-17;1797;1378;3180;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-17;1571;1355;2927;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-17;1022;978;2013;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-17;786;758;1547;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-17;1038;566;1605;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-17;855;217;1074;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-17;12052;9538;21801;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-18;323;336;673;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-18;1152;1187;2381;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-18;1218;971;2195;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-18;1295;989;2289;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-18;1363;1071;2439;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-18;1282;1123;2413;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-18;792;828;1624;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-18;599;585;1184;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-18;849;440;1291;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-18;652;184;836;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-18;9528;7718;17346;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-19;286;351;648;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-19;1076;1114;2217;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-19;1150;929;2088;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-19;1377;912;2293;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-19;1394;1061;2457;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-19;1244;1061;2312;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-19;791;746;1544;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-19;602;540;1144;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-19;825;443;1271;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-19;655;187;842;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-19;9402;7349;16826;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-20;341;320;674;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-20;1128;1115;2266;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-20;1186;938;2126;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-20;1219;916;2135;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-20;1331;1063;2396;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-20;1225;999;2226;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-20;760;729;1493;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-20;533;532;1067;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-20;677;413;1090;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-20;565;188;753;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-20;8970;7216;16246;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-21;148;143;297;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-21;515;465;986;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-21;606;455;1063;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-21;556;472;1028;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-21;570;504;1074;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-21;526;494;1021;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-21;308;325;636;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-21;226;231;457;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-21;276;190;468;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-21;168;54;223;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-21;3901;3337;7259;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-22;36;29;67;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-22;99;74;174;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-22;134;104;238;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-22;144;94;238;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-22;144;100;244;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-22;132;102;234;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-22;61;86;147;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-22;65;78;143;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-22;119;91;210;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-22;99;39;138;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-22;1033;797;1833;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-23;307;311;633;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-23;1102;1098;2230;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-23;1264;941;2211;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-23;1446;1057;2509;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-23;1454;1162;2624;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-23;1359;1164;2529;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-23;762;747;1513;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-23;611;586;1198;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-23;877;479;1361;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-23;736;203;940;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-23;9925;7750;17757;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-24;200;207;412;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-24;845;771;1624;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-24;957;697;1657;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-24;1063;773;1844;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-24;1111;843;1960;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-24;1042;815;1862;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-24;648;577;1231;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-24;490;505;995;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-24;829;381;1212;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-24;723;219;943;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-24;7908;5790;13745;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-25;233;224;469;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-25;792;762;1572;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-25;925;725;1652;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-25;995;745;1744;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-25;1015;769;1786;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-25;983;741;1727;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-25;520;545;1067;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-25;455;376;833;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-25;661;352;1014;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-25;611;142;753;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-25;7193;5385;12625;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-26;196;217;418;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-26;781;761;1561;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-26;998;725;1726;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-26;1016;717;1734;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-26;1030;764;1801;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-26;936;770;1709;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-26;553;499;1053;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-26;391;393;785;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-26;674;329;1006;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-26;561;158;722;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-26;7139;5337;12522;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-27;217;248;477;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-27;836;820;1680;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-27;957;745;1711;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-27;935;710;1645;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-27;1032;764;1799;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-27;937;810;1750;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-27;560;536;1099;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-27;452;399;852;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-27;541;341;883;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-27;419;139;558;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-27;6887;5514;12459;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-28;110;96;212;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-28;391;416;819;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-28;427;365;794;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-28;474;381;856;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-28;477;428;905;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-28;467;441;909;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-28;285;261;547;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-28;215;197;412;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-28;258;145;403;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-28;149;74;223;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-28;3253;2806;6082;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-29;18;25;43;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-29;65;56;122;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-29;125;81;206;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-29;155;96;251;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-29;114;95;209;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-29;94;69;163;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-29;55;77;132;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-29;57;86;143;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-29;124;84;208;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-29;84;43;127;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-29;891;713;1605;34692807.7476749;32422187.2523251;0;67114995
FR;2020-11-30;248;257;521;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-11-30;879;881;1786;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-11-30;1250;873;2126;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-11-30;1290;951;2246;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-11-30;1278;1011;2292;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-11-30;1177;983;2167;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-11-30;702;758;1461;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-11-30;523;496;1022;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-11-30;804;459;1263;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-11-30;775;201;977;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-11-30;8927;6872;15864;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-01;207;205;423;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-01;667;649;1334;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-01;963;653;1620;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-01;1028;706;1737;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-01;960;796;1759;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-01;904;747;1654;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-01;518;501;1020;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-01;427;383;813;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-01;761;400;1162;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-01;680;180;860;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-01;7118;5223;12389;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-02;183;188;378;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-02;688;679;1388;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-02;921;687;1612;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-02;911;683;1597;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-02;859;694;1559;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-02;813;686;1500;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-02;460;519;984;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-02;422;365;789;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-02;640;321;961;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-02;587;154;742;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-02;6485;4977;11515;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-03;171;203;382;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-03;670;712;1394;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-03;974;753;1732;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-03;1009;687;1699;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-03;982;702;1689;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-03;924;759;1686;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-03;557;507;1069;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-03;360;369;729;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-03;620;313;934;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-03;562;147;709;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-03;6830;5153;12026;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-04;216;234;461;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-04;784;730;1528;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-04;971;750;1726;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-04;997;777;1778;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-04;1002;798;1801;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-04;952;752;1708;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-04;660;568;1234;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-04;442;385;828;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-04;547;320;868;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-04;463;164;627;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-04;7036;5480;12563;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-05;105;222;333;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-05;390;355;754;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-05;503;418;922;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-05;528;434;964;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-05;552;409;961;4355126.52656384;4237759.6333663;49;8592886.15993014
FR;2020-12-05;513;427;940;4494308.44474725;4298366.32326346;59;8792674.76801071
FR;2020-12-05;318;283;603;4209745.81020426;3794336.95009999;69;8004082.76030424
FR;2020-12-05;221;196;417;3096658.17457622;2598980.95622107;79;5695639.1307973
FR;2020-12-05;268;176;444;1993317.74632008;1251962.86181089;89;3245280.60813097
FR;2020-12-05;175;56;231;672069.992695578;240510.613577276;90;912580.606272853
FR;2020-12-05;3574;2976;6571;34692807.7476749;32422187.2523251;0;67114995
FR;2020-12-06;20;25;45;3802089.59193844;3961116.09433445;09;7763205.68627289
FR;2020-12-06;69;67;136;4066326.89515592;4270159.26538131;19;8336486.16053724
FR;2020-12-06;130;86;216;3736780.48185837;3740006.70594574;29;7476787.18780411
FR;2020-12-06;138;103;241;4266384.08361496;4028987.84832459;39;8295371.93193955
FR;2020-12-06;108;103;211;4355126.52656384;4237759.6333663;49;8592886.15993014
